"DBN","School Name","Year","Total Enrollment","Grade PK (Half Day & Full Day)","Grade K","Grade 1","Grade 2","Grade 3","Grade 4","Grade 5","Grade 6","Grade 7","Grade 8","Grade 9","Grade 10","Grade 11","Grade 12","# Female","% Female","# Male","% Male","# Asian","% Asian","# Black","% Black","# Hispanic","% Hispanic","# Multiple Race Categories Not Represented","% Multiple Race Categories Not Represented","# White","% White","# Students with Disabilities","% Students with Disabilities","# English Language Learners","% English Language Learners","# Poverty","% Poverty","Economic Need Index"
"11X112","P.S. 112 Bronxwood","2018-19","414","40","75","72","46","58","57","66","0","0","0","0","0","0","0","195","47.1%","219","52.9%","0","0%","215","51.9%","190","45.9%","0","0%","9","2.2%","92","22.2%","21","5.1%","364","87.9%","91.1%"
"11X121","P.S. 121 Throop","2018-19","843","36","100","127","136","132","157","155","0","0","0","0","0","0","0","398","47.2%","445","52.8%","74","8.8%","454","53.9%","261","31%","8","0.9%","46","5.5%","152","18%","39","4.6%","590","70%","73.9%"
"11X127","J.H.S. 127 The Castle Hill","2018-19","850","0","0","0","0","0","0","0","307","241","302","0","0","0","0","417","49.1%","433","50.9%","270","31.8%","188","22.1%","346","40.7%","24","2.8%","22","2.6%","163","19.2%","112","13.2%","627","73.8%","76.9%"
"11X144","J.H.S. 144 Michelangelo","2018-19","485","0","0","0","0","0","0","0","153","155","177","0","0","0","0","228","47%","257","53%","31","6.4%","285","58.8%","148","30.5%","2","0.4%","19","3.9%","121","24.9%","52","10.7%","369","76.1%","78.7%"
"11X153","P.S. 153 Helen Keller","2018-19","623","17","82","94","90","119","117","104","0","0","0","0","0","0","0","304","48.8%","319","51.2%","85","13.6%","358","57.5%","148","23.8%","9","1.4%","23","3.7%","73","11.7%","10","1.6%","385","61.8%","51%"
"11X160","P.S. 160 Walt Disney","2018-19","377","43","45","50","61","63","67","48","0","0","0","0","0","0","0","171","45.4%","206","54.6%","7","1.9%","232","61.5%","117","31%","15","4%","6","1.6%","96","25.5%","15","4%","264","70%","53.2%"
"11X169","Baychester Academy","2018-19","424","36","53","62","58","71","79","65","0","0","0","0","0","0","0","221","52.1%","203","47.9%","11","2.6%","297","70%","101","23.8%","8","1.9%","7","1.7%","76","17.9%","24","5.7%","342","80.7%","71.3%"
"11X175","P.S. 175 City Island","2018-19","312","0","27","23","35","43","35","25","42","29","53","0","0","0","0","163","52.2%","149","47.8%","14","4.5%","28","9%","123","39.4%","9","2.9%","138","44.2%","60","19.2%","11","3.5%","159","51%","38.1%"
"11X178","P.S. 178 - Dr. Selman Waksman","2018-19","410","0","62","53","71","64","69","91","0","0","0","0","0","0","0","185","45.1%","225","54.9%","14","3.4%","247","60.2%","119","29%","5","1.2%","25","6.1%","91","22.2%","19","4.6%","315","76.8%","58.5%"
"11X180","M.S. 180 Dr. Daniel Hale Williams","2018-19","1,016","0","0","0","0","0","0","0","365","352","299","0","0","0","0","540","53.1%","476","46.9%","32","3.1%","681","67%","246","24.2%","27","2.7%","30","3%","202","19.9%","33","3.2%","692","68.1%","56%"
"11X181","I.S. 181 Pablo Casals","2018-19","890","0","0","0","0","0","0","0","323","283","284","0","0","0","0","409","46%","481","54%","45","5.1%","539","60.6%","242","27.2%","31","3.5%","33","3.7%","209","23.5%","32","3.6%","704","79.1%","63.1%"
"11X189","Cornerstone Academy for Social Action","2018-19","383","42","50","44","59","51","71","66","0","0","0","0","0","0","0","188","49.1%","195","50.9%","2","0.5%","204","53.3%","154","40.2%","10","2.6%","13","3.4%","81","21.1%","14","3.7%","339","88.5%","80.9%"
"11X194","P.S./M.S. 194","2018-19","1,292","0","124","121","106","126","138","159","160","191","167","0","0","0","0","639","49.5%","653","50.5%","491","38%","81","6.3%","624","48.3%","36","2.8%","60","4.6%","185","14.3%","241","18.7%","1,023","79.2%","85%"
"11X249","Bronx Health Sciences High School","2018-19","295","0","0","0","0","0","0","0","0","0","0","118","67","60","50","165","55.9%","130","44.1%","18","6.1%","156","52.9%","93","31.5%","16","5.4%","12","4.1%","38","12.9%","14","4.7%","205","69.5%","69.2%"
"11X253","Bronx High School for Writing and Communication Ar","2018-19","317","0","0","0","0","0","0","0","0","0","0","95","83","70","69","150","47.3%","167","52.7%","15","4.7%","151","47.6%","139","43.8%","5","1.6%","7","2.2%","75","23.7%","49","15.5%","224","70.7%","80%"
"11X265","Bronx Lab School","2018-19","371","0","0","0","0","0","0","0","0","0","0","98","103","83","87","141","38%","230","62%","9","2.4%","130","35%","209","56.3%","11","3%","12","3.2%","112","30.2%","57","15.4%","309","83.3%","88.5%"
"11X270","Academy for Scholarship and Entrepreneurship: A Co","2018-19","368","0","0","0","0","0","0","0","0","0","0","105","92","87","84","186","50.5%","182","49.5%","6","1.6%","233","63.3%","111","30.2%","12","3.3%","6","1.6%","83","22.6%","19","5.2%","271","73.6%","76.4%"
"11X275","High School of Computers and Technology","2018-19","542","0","0","0","0","0","0","0","0","0","0","191","162","88","101","89","16.4%","453","83.6%","43","7.9%","190","35.1%","288","53.1%","13","2.4%","8","1.5%","136","25.1%","44","8.1%","413","76.2%","83.2%"
"11X287","North Bronx School of Empowerment","2018-19","563","0","0","0","0","0","0","0","184","183","196","0","0","0","0","260","46.2%","303","53.8%","22","3.9%","322","57.2%","198","35.2%","10","1.8%","11","2%","148","26.3%","76","13.5%","498","88.5%","88.4%"
"11X288","Collegiate Institute for Math and Science","2018-19","607","0","0","0","0","0","0","0","0","0","0","155","160","152","140","263","43.3%","344","56.7%","70","11.5%","208","34.3%","245","40.4%","12","2%","72","11.9%","113","18.6%","20","3.3%","440","72.5%","71.3%"
"11X290","Bronx Academy of Health Careers","2018-19","359","0","0","0","0","0","0","0","0","0","0","119","95","70","75","239","66.6%","120","33.4%","14","3.9%","148","41.2%","187","52.1%","6","1.7%","4","1.1%","75","20.9%","47","13.1%","282","78.6%","84.9%"
"11X299","Astor Collegiate Academy","2018-19","500","0","0","0","0","0","0","0","0","0","0","172","139","110","79","218","43.6%","282","56.4%","40","8%","139","27.8%","246","49.2%","15","3%","60","12%","115","23%","38","7.6%","361","72.2%","73.5%"
"11X326","Bronx Green Middle School","2018-19","407","0","0","0","0","0","0","0","144","125","138","0","0","0","0","200","49.1%","207","50.9%","28","6.9%","73","17.9%","240","59%","6","1.5%","60","14.7%","87","21.4%","90","22.1%","374","91.9%","84.4%"
"11X355","Bronx Alliance Middle School","2018-19","300","0","0","0","0","0","0","0","98","97","105","0","0","0","0","153","51%","147","49%","9","3%","182","60.7%","104","34.7%","4","1.3%","1","0.3%","70","23.3%","19","6.3%","260","86.7%","85.6%"
"11X357","Young Voices Academy of the Bronx","2018-19","425","36","76","69","60","61","67","56","0","0","0","0","0","0","0","214","50.4%","211","49.6%","56","13.2%","37","8.7%","268","63.1%","3","0.7%","61","14.4%","58","13.6%","83","19.5%","346","81.4%","78.6%"
"11X370","Leaders of Tomorrow","2018-19","429","0","0","0","0","0","0","0","147","143","139","0","0","0","0","208","48.5%","221","51.5%","5","1.2%","253","59%","160","37.3%","5","1.2%","6","1.4%","134","31.2%","59","13.8%","390","90.9%","86.5%"
"11X418","Bronx High School for the Visual Arts","2018-19","461","0","0","0","0","0","0","0","0","0","0","155","129","89","88","230","49.9%","231","50.1%","17","3.7%","125","27.1%","272","59%","4","0.9%","43","9.3%","137","29.7%","28","6.1%","361","78.3%","78.4%"
"11X455","Harry S Truman High School","2018-19","2,081","0","0","0","0","0","0","0","0","0","0","756","513","426","386","875","42%","1,206","58%","66","3.2%","1,037","49.8%","868","41.7%","53","2.5%","57","2.7%","545","26.2%","175","8.4%","1,499","72%","75.1%"
"11X462","Cornerstone Academy for Social Action Middle Schoo","2018-19","257","0","0","0","0","0","0","0","86","87","84","0","0","0","0","127","49.4%","130","50.6%","0","0%","157","61.1%","92","35.8%","4","1.6%","4","1.6%","62","24.1%","5","1.9%","191","74.3%","76.1%"
"11X468","Pelham Academy of Academics and Community Engageme","2018-19","332","0","0","0","0","0","0","0","110","120","102","0","0","0","0","157","47.3%","175","52.7%","29","8.7%","56","16.9%","203","61.1%","1","0.3%","43","13%","75","22.6%","50","15.1%","290","87.3%","78.2%"
"11X481","The STEAM Bridge School","2018-19","216","0","68","56","53","39","0","0","0","0","0","0","0","0","0","106","49.1%","110","50.9%","20","9.3%","25","11.6%","135","62.5%","6","2.8%","30","13.9%","34","15.7%","70","32.4%","193","89.4%","83%"
"11X483","The Matilda Avenue School","2018-19","163","0","45","44","43","31","0","0","0","0","0","0","0","0","0","73","44.8%","90","55.2%","7","4.3%","85","52.1%","55","33.7%","8","4.9%","8","4.9%","18","11%","8","4.9%","123","75.5%","75.9%"
"11X498","P.S./M.S. 11X498 - VAN NEST ACADEMY","2018-19","652","0","52","70","65","64","64","63","89","91","94","0","0","0","0","301","46.2%","351","53.8%","44","6.7%","74","11.3%","412","63.2%","10","1.5%","112","17.2%","139","21.3%","46","7.1%","508","77.9%","69.9%"
"11X508","Bronxdale High School","2018-19","459","0","0","0","0","0","0","0","0","0","0","110","125","124","100","213","46.4%","246","53.6%","23","5%","130","28.3%","262","57.1%","6","1.3%","38","8.3%","105","22.9%","31","6.8%","362","78.9%","74.3%"
"11X509","High School of Language and Innovation","2018-19","379","0","0","0","0","0","0","0","0","0","0","93","109","90","87","165","43.5%","214","56.5%","74","19.5%","23","6.1%","204","53.8%","6","1.6%","72","19%","16","4.2%","304","80.2%","375","98.9%","97.6%"
"11X513","New World High School","2018-19","381","0","0","0","0","0","0","0","0","0","0","109","100","98","74","197","51.7%","184","48.3%","35","9.2%","46","12.1%","255","66.9%","8","2.1%","37","9.7%","22","5.8%","262","68.8%","366","96.1%","94.8%"
"11X514","The Bronxwood Preparatory Academy","2018-19","360","0","0","0","0","0","0","0","0","0","0","111","97","84","68","189","52.5%","171","47.5%","14","3.9%","228","63.3%","93","25.8%","12","3.3%","13","3.6%","79","21.9%","35","9.7%","254","70.6%","73.7%"
"11X529","One World Middle School at Edenwald","2018-19","344","0","0","0","0","0","0","0","116","110","118","0","0","0","0","155","45.1%","189","54.9%","15","4.4%","193","56.1%","119","34.6%","13","3.8%","4","1.2%","97","28.2%","21","6.1%","303","88.1%","74.8%"
"11X532","Baychester Middle School","2018-19","281","0","0","0","0","0","0","0","89","92","100","0","0","0","0","128","45.6%","153","54.4%","6","2.1%","175","62.3%","87","31%","10","3.6%","3","1.1%","62","22.1%","15","5.3%","239","85.1%","80.1%"
"11X534","District 11 Pre-K Center","2018-19","80","80","0","0","0","0","0","0","0","0","0","0","0","0","0","37","46.3%","43","53.8%","12","15%","16","20%","40","50%","3","3.8%","9","11.2%","5","6.3%","0","0%","54","67.5%","77.5%"
"11X542","Pelham Preparatory Academy","2018-19","511","0","0","0","0","0","0","0","0","0","0","138","134","112","127","241","47.2%","270","52.8%","38","7.4%","130","25.4%","281","55%","9","1.8%","53","10.4%","125","24.5%","31","6.1%","372","72.8%","73.1%"
"11X544","High School for Contemporary Arts","2018-19","395","0","0","0","0","0","0","0","0","0","0","75","108","93","119","214","54.2%","181","45.8%","7","1.8%","155","39.2%","214","54.2%","5","1.3%","14","3.5%","98","24.8%","68","17.2%","312","79%","86.6%"
"11X545","Bronx Aerospace High School","2018-19","322","0","0","0","0","0","0","0","0","0","0","70","100","77","75","81","25.2%","241","74.8%","17","5.3%","121","37.6%","170","52.8%","7","2.2%","7","2.2%","85","26.4%","58","18%","252","78.3%","86%"
"11X556","Bronx Park Middle School","2018-19","405","0","0","0","0","0","0","0","147","120","138","0","0","0","0","193","47.7%","212","52.3%","30","7.4%","76","18.8%","247","61%","6","1.5%","46","11.4%","76","18.8%","83","20.5%","377","93.1%","85.7%"
"11X566","Pelham Gardens Middle School","2018-19","474","0","0","0","0","0","0","0","152","151","171","0","0","0","0","225","47.5%","249","52.5%","20","4.2%","257","54.2%","161","34%","15","3.2%","21","4.4%","112","23.6%","41","8.6%","361","76.2%","75.4%"
"11X567","Linden Tree Elementary School","2018-19","387","20","57","55","68","67","71","49","0","0","0","0","0","0","0","190","49.1%","197","50.9%","70","18.1%","54","14%","249","64.3%","6","1.6%","8","2.1%","100","25.8%","110","28.4%","296","76.5%","82.1%"
"12X006","P.S. 006 West Farms","2018-19","532","48","81","70","79","96","75","83","0","0","0","0","0","0","0","263","49.4%","269","50.6%","4","0.8%","124","23.3%","396","74.4%","3","0.6%","5","0.9%","141","26.5%","49","9.2%","521","97.9%","96.2%"
"12X044","P.S. 044 David C. Farragut","2018-19","285","20","43","44","44","51","46","37","0","0","0","0","0","0","0","138","48.4%","147","51.6%","2","0.7%","102","35.8%","178","62.5%","1","0.4%","2","0.7%","48","16.8%","49","17.2%","278","97.5%","95.7%"
"12X047","P.S. 047 John Randolph","2018-19","1,054","0","160","138","169","205","184","198","0","0","0","0","0","0","0","536","50.9%","518","49.1%","135","12.8%","181","17.2%","683","64.8%","28","2.7%","27","2.6%","202","19.2%","253","24%","1,007","95.5%","90.9%"
"12X057","P.S. 057 Crescent","2018-19","571","33","75","84","72","107","104","96","0","0","0","0","0","0","0","271","47.5%","300","52.5%","8","1.4%","142","24.9%","392","68.7%","16","2.8%","13","2.3%","133","23.3%","99","17.3%","521","91.2%","93.6%"
"12X061","P.S. 061 Francisco Oller","2018-19","294","31","50","42","36","50","33","52","0","0","0","0","0","0","0","149","50.7%","145","49.3%","2","0.7%","52","17.7%","233","79.3%","5","1.7%","2","0.7%","51","17.3%","31","10.5%","278","94.6%","94.3%"
"12X066","P.S. 066 School of Higher Expectations","2018-19","598","65","71","102","74","98","96","92","0","0","0","0","0","0","0","307","51.3%","291","48.7%","11","1.8%","160","26.8%","409","68.4%","5","0.8%","13","2.2%","127","21.2%","81","13.5%","529","88.5%","93%"
"12X067","P.S. 067 Mohegan School","2018-19","485","41","52","66","86","68","88","84","0","0","0","0","0","0","0","227","46.8%","258","53.2%","1","0.2%","118","24.3%","357","73.6%","6","1.2%","3","0.6%","105","21.6%","59","12.2%","479","98.8%","95.2%"
"12X098","J.H.S. 098 Herman Ridder","2018-19","266","0","0","0","0","0","0","0","67","97","102","0","0","0","0","134","50.4%","132","49.6%","9","3.4%","67","25.2%","182","68.4%","5","1.9%","3","1.1%","72","27.1%","95","35.7%","246","92.5%","92.1%"
"12X129","M.S. 129 Academy for Independent Learning and Lead","2018-19","541","0","0","0","0","0","0","0","191","167","183","0","0","0","0","239","44.2%","302","55.8%","17","3.1%","126","23.3%","382","70.6%","6","1.1%","10","1.8%","139","25.7%","73","13.5%","486","89.8%","93.2%"
"12X134","P.S. 134 George F. Bristow","2018-19","622","45","95","81","96","102","109","94","0","0","0","0","0","0","0","288","46.3%","334","53.7%","9","1.4%","247","39.7%","334","53.7%","17","2.7%","15","2.4%","111","17.8%","102","16.4%","602","96.8%","93.5%"
"12X150","P.S. 150 Charles James Fox","2018-19","781","36","106","123","121","121","143","131","0","0","0","0","0","0","0","359","46%","422","54%","7","0.9%","161","20.6%","592","75.8%","3","0.4%","18","2.3%","175","22.4%","184","23.6%","727","93.1%","92.9%"
"12X190","E.S.M.T- I.S. 190","2018-19","276","0","0","0","0","0","0","0","94","90","92","0","0","0","0","128","46.4%","148","53.6%","4","1.4%","82","29.7%","186","67.4%","3","1.1%","1","0.4%","61","22.1%","34","12.3%","259","93.8%","91.3%"
"12X195","P.S. 195","2018-19","881","36","118","127","164","157","139","140","0","0","0","0","0","0","0","420","47.7%","461","52.3%","21","2.4%","118","13.4%","725","82.3%","15","1.7%","2","0.2%","189","21.5%","280","31.8%","796","90.4%","94.7%"
"12X196","P.S. 196","2018-19","885","36","121","127","132","158","158","153","0","0","0","0","0","0","0","443","50.1%","442","49.9%","9","1%","124","14%","718","81.1%","22","2.5%","12","1.4%","184","20.8%","298","33.7%","772","87.2%","93.6%"
"12X211","P.S. 211","2018-19","571","26","44","45","63","57","65","65","61","59","86","0","0","0","0","300","52.5%","271","47.5%","1","0.2%","74","13%","488","85.5%","4","0.7%","4","0.7%","123","21.5%","107","18.7%","522","91.4%","94.1%"
"12X212","P.S. 212","2018-19","180","25","25","23","25","25","28","29","0","0","0","0","0","0","0","96","53.3%","84","46.7%","0","0%","51","28.3%","124","68.9%","2","1.1%","3","1.7%","22","12.2%","48","26.7%","177","98.3%","96%"
"12X214","P.S. 214","2018-19","1,097","48","83","71","92","114","114","104","147","151","173","0","0","0","0","539","49.1%","558","50.9%","29","2.6%","268","24.4%","768","70%","18","1.6%","14","1.3%","218","19.9%","157","14.3%","937","85.4%","90.5%"
"12X217","School of Performing Arts","2018-19","339","0","0","0","0","0","0","0","148","103","88","0","0","0","0","193","56.9%","146","43.1%","2","0.6%","114","33.6%","207","61.1%","11","3.2%","5","1.5%","99","29.2%","54","15.9%","301","88.8%","92.2%"
"12X242","Mott Hall V","2018-19","672","0","0","0","0","0","0","0","99","104","97","108","92","87","85","338","50.3%","334","49.7%","17","2.5%","109","16.2%","528","78.6%","12","1.8%","6","0.9%","203","30.2%","99","14.7%","593","88.2%","89.8%"
"12X248","Metropolitan High School, The","2018-19","356","0","0","0","0","0","0","0","0","0","0","89","104","73","90","150","42.1%","206","57.9%","4","1.1%","85","23.9%","257","72.2%","4","1.1%","6","1.7%","107","30.1%","80","22.5%","334","93.8%","92.5%"
"12X251","Explorations Academy H.S.","2018-19","326","0","0","0","0","0","0","0","0","0","0","74","68","91","93","141","43.3%","185","56.7%","5","1.5%","91","27.9%","225","69%","3","0.9%","2","0.6%","86","26.4%","71","21.8%","284","87.1%","91.2%"
"12X267","Bronx Latin","2018-19","580","0","0","0","0","0","0","0","75","83","84","85","75","89","89","269","46.4%","311","53.6%","9","1.6%","110","19%","451","77.8%","3","0.5%","7","1.2%","144","24.8%","83","14.3%","550","94.8%","89%"
"12X271","East Bronx Academy for the Future","2018-19","668","0","0","0","0","0","0","0","90","94","96","94","104","97","93","329","49.3%","339","50.7%","16","2.4%","166","24.9%","464","69.5%","14","2.1%","8","1.2%","195","29.2%","112","16.8%","629","94.2%","91.8%"
